test_number,position,source_position,question_id,question,answer_1,answer_2,answer_3,correct_option,correct_answer,answer_key_status,answer_key_note,image_local,image_url
58,22,22,7855,Que significa aquest senyal?,Obstrucció a la calçada.,"Perill, visibilitat reduïda.","Perill, congestió.",3,"Perill, congestió.",present,,images/db5d5d3100ad_194-7855.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/194-7855.jpg
58,23,23,7831,Que és un ciclomotor?,Es una motocicleta amb motor rotatiu.,Es una motocicleta amb un motor d'una cilindrada igual o inferior a 50 cc.,Es una motocicleta a la qual s'ha instal.lat un motor de quatre temps.,2,Es una motocicleta amb un motor d'una cilindrada igual o inferior a 50 cc.,present,,images/afce47264e32_no-image.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/no-image.jpg
58,24,24,7851,Las condiciones atmosfèriques influeixen l'adherència dels pneumàtics?,"No, perquè avui dia els pneumàtics estan totalment preparats.",Si.,Només a l'hivern.,2,Si.,present,,images/afce47264e32_no-image.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/no-image.jpg
58,25,25,7849,La distància recorreguda en un segon…,Es directament proporcional a la velocitat.,Es inversament proporcional a la velocitat.,Es directament proporcional a la potència del vehicle.,1,Es directament proporcional a la velocitat.,present,,images/afce47264e32_no-image.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/no-image.jpg
58,26,26,7862,Que indica aquest senyal utilitzada manualment?,Circulació prohibida.,Parada.,Direcció prohibida.,2,Parada.,present,,images/0b658268916c_194-7862.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/194-7862.jpg
58,27,27,7834,"Com a norma general, de quin color han de ser els llums dels automòbils?",Blancs o grocs els davanters i vermells els de darrere.,Blancs els davanters i grocs els de darrere.,Tots blancs o grocs.,1,Blancs o grocs els davanters i vermells els de darrere.,present,,images/afce47264e32_no-image.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/no-image.jpg
58,28,28,7840,"Als carrers de doble sentit de circulació, podem trobar vehicles que vinguin de cara avançant i si la calçada no és prou ampla, hem de…",Augmentar la velocitat per passar abans.,Parar en un estacionament.,Disminuir la velocitat i parar-nos si calgués.,3,Disminuir la velocitat i parar-nos si calgués.,present,,images/afce47264e32_no-image.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/no-image.jpg
58,29,29,7838,"Abans de fer un avançament, que hem de tenir en comte?",Que hem d'avisar.,Que hem de comprovar que podem realitzar-lo i avisar amb la suficient antelació.,La potència del vehicle que ens segueix.,2,Que hem de comprovar que podem realitzar-lo i avisar amb la suficient antelació.,present,,images/afce47264e32_no-image.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/no-image.jpg
58,30,30,7854,"Conduir alternant fortes acceleracions amb frenades considerables de manera continuada, comporta que el vehicle…",Quedin malmesos els òrgans del sistema de suspensió.,Presenti un greu deteriorament del líquid de frens.,Augmenti de manera significativa el consum de combustible.,3,Augmenti de manera significativa el consum de combustible.,present,,images/afce47264e32_no-image.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/no-image.jpg
58,31,31,7842,Que hem de fer quan la visibilitat és reduïda?,Circular com a màxim al pas de l'home.,Disminuir la velocitat.,Advertir de la nostra presència amb l'enllumenat de posició.,2,Disminuir la velocitat.,present,,images/afce47264e32_no-image.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/no-image.jpg
58,32,32,7835,Com hem de circular en arribar a una plaça?,Pel costat obstacle dret i deixant el possible obstacle central a l'esquerre.,Deixant sempre l'obstacle a la dreta.,"Deixant el possible obstacle a la dreta o a l'esquerra indistintament, si no hi ha cap senyal que obligui o prohibeixi.",1,Pel costat obstacle dret i deixant el possible obstacle central a l'esquerre.,present,,images/afce47264e32_no-image.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/no-image.jpg
58,33,33,7865,Que indica aquest senyal?,Calçada reservada a ciclistes.,Circulació obligatòria per a ciclistes.,Perill ciclistes.,3,Perill ciclistes.,present,,images/0a2210ab232b_194-7865.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/194-7865.jpg
58,34,34,7863,Que indica aquest senyal?,Lloc de socors.,Hospital.,Base d'ambulància.,1,Lloc de socors.,present,,images/12ddd3ca9c2b_194-7863.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/194-7863.jpg
58,35,35,7850,"Portar la pressió 200 grams més del que és normal a cada roda, es normal…",En cas de mesurar la pressió dels pneumàtics en calent.,En cas de mesurar la pressióels pneumàtics en fred.,Mai.,1,En cas de mesurar la pressió dels pneumàtics en calent.,present,,images/afce47264e32_no-image.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/no-image.jpg
58,36,36,7846,"Quan circulant ens trobem davant la presència d'una placa de gel, que hem de fer?","Sense fer brusquedats de cap mena, reduir progressivament la velocitat sense pitjar el fre.",Circular solament en primera velocitat.,Accelerar i pitjar el fre a la vegada per compensar el vehicle.,1,"Sense fer brusquedats de cap mena, reduir progressivament la velocitat sense pitjar el fre.",present,,images/afce47264e32_no-image.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/no-image.jpg
58,37,37,7836,"Si circulant de nit, veiem davant de nosaltres un altre vehicle que, en la seva part posterior, porta dos dispositius en forma de triangle, que reflecteixen llum vermella, sabrem…",Que es tracta d'un remolc.,Que no podem avançar-lo per ser un vehicle d'urgència.,Que ultrapassa la longitud màxima autoritzada.,1,Que es tracta d'un remolc.,present,,images/cbab3d7ae918_194-7836.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/194-7836.jpg
58,38,38,7869,On trobem aquest senyal?,A la proximitat d'un pas a nivell sense barreres.,A la proximitat d'una via tancada al trànsit.,A la proximitat d'una cruïlla.,3,A la proximitat d'una cruïlla.,present,,images/277faae7ba42_194-7869.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/194-7869.jpg
58,39,39,7848,Que hem de fer per no enlluernar els altres usuaris?,Portar només dos fars.,Posar un para-sol a la part superior dels fars perquè el raig de llum no es projecti cap amunt.,Tenir ben ajustats els fars i evitar l'enllumenament amb llums intensius.,3,Tenir ben ajustats els fars i evitar l'enllumenament amb llums intensius.,present,,images/afce47264e32_no-image.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/no-image.jpg
58,40,40,7859,Que indica aquest senyal?,Pont mòbil.,Moll.,Proximitat a una barrera o gran desnivell.,2,Moll.,present,,images/248a41eb3cd1_194-7859.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/194-7859.jpg
59,1,1,7875,El turisme blau és un vehicle de policia en servei d'urgència. Digueu en quin ordre han de passar els tres turismes?,"Blau, vermell, groc.","Blau, groc, vermell.","Vermell, blau, groc.",2,"Blau, groc, vermell.",present,,images/61ead3970bf8_195-7875.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/195-7875.jpg
59,2,2,7877,"En un pas estret per obres, quin vehicle ha de cedir el pas?","El blau, perquè te l'obstacle a la seva dreta.","El vermell, perquè te l'obstacle a la seva esquerra.",El vermell ha de retrocedir.,1,"El blau, perquè te l'obstacle a la seva dreta.",present,,images/73675dbf3681_195-7877.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/195-7877.jpg
59,3,3,7890,Quan pot ser més gran el perill d'enlluernament per efecte dels raigs solars?,Quan incideix verticalment.,Al alba i al capvespre.,A la tarda.,2,Al alba i al capvespre.,present,,images/afce47264e32_no-image.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/no-image.jpg
59,4,4,7906,"Quan el senyal d'un agent està en contradicció amb un altre senyal de qualsevol tipus, quin hem d'obeir?","El de l'agent, si l'altre es un semàfor, però no si es tracta d'un altre senyal.",Sempre ha de prevaler el de l'agent.,A la ciutat prevalen els semàfors o els altres senyals i a la carretera prevalen els dels agents.,2,Sempre ha de prevaler el de l'agent.,present,,images/afce47264e32_no-image.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/no-image.jpg
59,5,5,7898,Que indica aquest senyal?,Circulació prohibida als vehicles que transportin matèries contaminants de l'aigua.,Circulació prohibida als vehicles que transportin líquids inflamables o explosius.,Circulació prohibida als camions cisterna d'un sol eix.,1,Circulació prohibida als vehicles que transportin matèries contaminants de l'aigua.,present,,images/998cac0b59e5_195-7898.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/195-7898.jpg
59,6,6,7904,Que indica aquest senyal?,Calçada reservada per a animals de muntura.,Calçada aconsellable per animals de transport agrícola.,Calçada obligatòria per a vehicles de tracció animal.,3,Calçada obligatòria per a vehicles de tracció animal.,present,,images/5005405a04db_195-7904.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/195-7904.jpg
59,7,7,7895,Aquest senyal d'orientació indica…,Confirmació de ruta.,Direcció pròpia.,Direcció estimada.,1,Confirmació de ruta.,present,,images/ca4f81279e60_195-7895.png,https://www.autoescolaolimpica.com/img/imatges_questionari/195-7895.png
59,8,8,7892,"Circulant amb el seu turisme en un dia de boira, quina precaució, entre altres ha de prendre?",Adaptar la velocitat del meu vehicle a la visibilitat de la via.,Deixar entre el meu vehicle i el que circula davant una distància mínima de 50 metres.,No efectuar cap maniobra.,1,Adaptar la velocitat del meu vehicle a la visibilitat de la via.,present,,images/afce47264e32_no-image.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/no-image.jpg
59,9,9,7881,"En aglomeracions i llocs de trànsit intens, com s'ha de circular?",Moderant la velocitat adaptant-la a les condicions del trànsit.,Augmentant la velocitat a fi d'imprimir major fluïdesa del trànsit.,"Cada vehicle en el seu carril, sense trepitjar les línies discontínues.",1,Moderant la velocitat adaptant-la a les condicions del trànsit.,present,,images/afce47264e32_no-image.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/no-image.jpg
59,10,10,7908,Que vol dir aquest senyal?,Velocitat mínima obligatòria de 30 quilometres per hora.,Prohibit circular a més de 30 quilometres per hora.,Velocitat aconsellable.,1,Velocitat mínima obligatòria de 30 quilometres per hora.,present,,images/c1ea6dcffcfc_195-7908.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/195-7908.jpg
59,11,11,7872,Via de sentit únic. Quina maniobra de les que s'indiquen està ben feta per girar a l'esquerra?,La maniobra C.,La maniobra B.,La maniobra D,2,La maniobra B.,present,,images/4fd8271769c3_195-7872.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/195-7872.jpg
59,12,12,7896,"A la vista d'aquest senyal, sabrem que…","Perill, es aconsellable l'ús de cadenes o equipaments especials.","Obligació, l'ús de cadenes o equipaments especials.","Prohibició, l'ús de cadenes o equipaments especials.",2,"Obligació, l'ús de cadenes o equipaments especials.",present,,images/d590ebb9a2d3_195-7896.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/195-7896.jpg
59,13,13,7907,Quin senyal és aquest?,Final de prioritat.,Situació de perill.,Final de prohibició o limitació.,3,Final de prohibició o limitació.,present,,images/eda3f9ff74bb_195-7907.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/195-7907.jpg
59,14,14,7909,On ha d'aturar-se el conductor d'aquest vehicle?,On hi ha el senyal.,Ultrapassant 48 cm. la línia transversal.,A prop de la primera línia transversal sense ultrapassar-la.,3,A prop de la primera línia transversal sense ultrapassar-la.,present,,images/175ed3dd1b99_195-7909.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/195-7909.jpg
59,15,15,7880,"En les calçades amb dos carrils per cada sentit de la marxa, per on circularem?",Indistintament per qualsevol d'ells.,"Pel carril de la dreta, deixant els centrals per els avançaments.",Preferentment els centrals.,2,"Pel carril de la dreta, deixant els centrals per els avançaments.",present,,images/afce47264e32_no-image.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/no-image.jpg
59,16,16,7899,Que indica aquest senyal?,Estacionament prohibit a l'entorn de l'hospital.,Estacionament reservat a les ambulàncies.,Estacionament reservat a malalts i visitants.,2,Estacionament reservat a les ambulàncies.,present,,images/c7084020298a_195-7899.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/195-7899.jpg
59,17,17,7901,Que indica aquest senyal?,Volta permesa.,"Carretera principal, desviació a 300 m.",Canvi de sentit a diferent nivell a 300 m.,1,Volta permesa.,present,,images/e712bd7f82e4_195-7901.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/195-7901.jpg
59,18,18,7884,Quan està permès parar o estacionar al costat esquerre de la calçada en les vies urbanes?,Quan la dreta està ocupada.,Solament quan la via es de doble sentit de circulació i hi ha espai.,Quan són d'un sol sentit de la marxa i no s'obstaculitza la circulació.,3,Quan són d'un sol sentit de la marxa i no s'obstaculitza la circulació.,present,,images/afce47264e32_no-image.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/no-image.jpg
59,19,19,7879,"Quin dels vehicles del gràfic, efectua be la maniobra de gir a l'esquerra en via de doble sentit de circulació?",El vehicle D.,El vehicle A o el vehicle C indistintament.,El vehicle B,1,El vehicle D.,present,,images/68f9f9435ce6_195-7879.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/195-7879.jpg
59,20,20,7870,Pot el turisme avançar al camió?,"Si, perquè ha encès els intermitents.","Si, perquè la línia es discontínua.","No, perquè el camió no deixa lliure la meitat esquerra de la calçada.",3,"No, perquè el camió no deixa lliure la meitat esquerra de la calçada.",present,,images/86aa5aa4e1fd_195-7870.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/195-7870.jpg
59,21,21,7885,Com hem de tornar a la dreta una vegada ultrapassat un altre vehicle en un avançament?,"Deixant com a mínim, una distància igual al doble de la longitud del vehicle avançat.",Deixant un espai igual al doble del nostre vehicle.,Ràpidament.,1,"Deixant com a mínim, una distància igual al doble de la longitud del vehicle avançat.",present,,images/afce47264e32_no-image.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/no-image.jpg
59,22,22,7905,Que indica aquest senyal?,"Circulació prohibida als vehicles de 2 eixos i 2 t, per eix.",Entrada prohibida a vehicles de motor amb remolc.,Circulació prohibida a vehicles amb distància entre eixos superiors a 2 m.,2,Entrada prohibida a vehicles de motor amb remolc.,present,,images/202da3a14bcb_195-7905.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/195-7905.jpg
